Application_ID,Candidate_ID,Candidate_Name,Age,Gender,Education,Degree,Graduation_Year,Experience_Years,Candidate_Skills,Job_ID,Job_Title,Company_Name,Industry,Job_Location,State,Job_Type,Work_Mode,Required_Skills,Minimum_Experience,Salary_Range,Salary_Expected_LPA,Salary_Offered_LPA,Application_Date,Application_Source,Application_Status,Interview_Status,Final_Status,Skills_Match_Percentage,Experience_Match,Eligibility_Status,Job_Match_Score,Days_to_Response
APP104240,CAND21502,Geeta Singh,45,Female,Bachelor's,M.Com,2010,4.5,"Taxation, GST, Bookkeeping, TDS, Excel, Auditing",JOB5814,Accountant,Falcon Systems,Finance & Accounting,Noida,Uttar Pradesh,Full-Time,Work From Office,"Taxation, GST, Auditing, Accounts Payable, Bank Reconciliation, Bookkeeping",1,3.9L-5.2L,5.0 LPA,4.7 LPA,09-11-2024,Company Website,On Hold,Not Scheduled,In Process,64.7,Yes,Eligible,76.5,29
APP120164,CAND30246,Praveen Arora,35,Male,Bachelor's,BBA Finance,2017,8,"Financial Reporting, PowerPoint, Ratio Analysis, Forecasting, Valuation, Excel, Budgeting",JOB5223,Financial Analyst,Nexus Systems,Finance & Accounting,Salem,Tamil Nadu,Full-Time,Hybrid,"Forecasting, Valuation, Ratio Analysis, Budgeting",5,Rs. 9.9 - 12.6 LPA,"12,70,000",9.3L,07-Sep-25,Campus Placement,interview scheduled,Completed,In Process,100,Yes,Eligible,100,16
APP109741,CAND23124,Snehal Naidu,20,Female,Bachelor's,MCA,2019,0.8,"Agile, Regression Testing, Bug Tracking",JOB5715,QA Tester,Bluepeak Ventures,Information Technology,Kolkata,West Bengal,Full-Time,Work From Home,"Test Cases, Manual Testing, Agile, Regression Testing, Automation Testing, Selenium",2,3L-4.6L,3.1L,"3,20,000",24-05-2024,Referral,Reject,Not Scheduled,Rejected,34.6,No,Not Eligible,27,16
APP109653,CAND27631,Nithya Sharma,45,Other,Bachelor's,CA Inter,2020,4.2,"Time Management, GST, Excel, Bookkeeping",JOB5818,Accountant,Vindhya Sytems,Finance & Accounting,Salem,Tamil Nadu,Full-Time,Hybrid,"Auditing, Taxation, GST, Excel",2,3.7 to 5.1 Lakhs,4,"3,60,000",14-02-2025,Indeed,rejected,Not Scheduled,Rejected,52.4,Yes,Eligible,70.1,17
APP113814,CAND27530,Kabir Chatterjee,24,Male,Bachelor's,MCA,2014,3.8,"REST API, Spring Boot, Algorithms, SQL, JavaScript, C++, Java",JOB5089,Software Developer,Titan Systems,Information Technology,Gurugram,Haryana,Internship,Work From Office,"Spring Boot, REST API, Python, Algorithms, JavaScript, SQL",4,7.7-12.5 LPA,9.5,9.0 LPA,03-10-2023,Campus Placement,On Hold,Not Scheduled,In Process,80.4,No,Not Eligible,57.8,15
APP104310,CAND26759,Uma Mehta,35,Female,Master's,MBA,,4,"Documentation, Excel, Communication, Power BI",JOB5369,Business Analyst,Xcel Softwares,Information Technology,Bengaluru,Karnataka,Contract,Work From Office,"Excel, Business Process Modeling, Requirement Gathering, Stakeholder Management",2,Rs. 6.5 - 9.5 LPA,6.9L,INR 6.7,24-10-2025,Referral,on hold,Not Scheduled,In Process,24,Yes,Not Eligible,55.3,29
APP116746,CAND21600,Karthik Ghosh,22,Male,12th,MBA,2013,8,"Data Visualization, Tableau, MS Office, VLOOKUP, Problem Solving, Python, Pandas",JOB5622,Data Analyst,Nova Labs,Information Technology,kolkata ,West Bengal,Internship,Work From Home,"VLOOKUP, Statistics, Power BI, Excel, Pandas, Python",3,9.0-11.6 LPA,"9,00,000",8.6,03/18/2024,Campus Placement,applied,Not Scheduled,In Process,52.1,Yes,Eligible,71.5,34
APP107464,CAND29785,Krishna Arora,27,Male,Bachelor's,Any Graduate,2016,4.4,"Target Achievement, Critical Thinking, English Proficiency, Presentation Skills, Communication, Sales Reporting, Client Relationship",JOB5175,Sales Executive,Rapid Enterprises,Sales & Business Development,Ahmedabad,Gujarat,Full-Time,Work From Home,"Target Achievement, Negotiation, Cold Calling, Market Research, Presentation Skills, CRM Software",0,4.1-5.7 LPA,INR 5.0,4.7 LPA,20-Oct-24,LinkedIn,Shortlisted,Not Scheduled,In Process,31.1,Yes,Partially Eligible,55,9
APP113853,CAND29858,Girija Raman,38,Female,PhD,B.Com,2022,3,"Excel, Communication, Power BI, Business Process Modeling, Requirement Gathering, Agile",JOB5581,Business Analyst,Granite Innovations,Information Technology,Kochi,Kerala,Full-Time,Work From Office,"JIRA, Excel, Power BI, SQL",2,5.5L-8.5L,,INR 5.3,20-Apr-25,LinkedIn,Interview scheduled ,Completed,In Process,50.7,Yes,Eligible,74.1,26
APP112524,CAND34102,Kabir Chandran,35,Male,Diploma,M.Com,2021,4,"Forecasting, Budgeting, Ratio Analysis, Financial Reporting",JOB5122,Financial Analyst,Panther Infotech,Finance & Accounting,Noida,Uttar Pradesh,Full-Time,Work From Office,"PowerPoint, Risk Analysis, SQL, Forecasting, Excel, Financial Modeling",4,Rs. 6.2 - 8.9 LPA,7.0 LPA,6.1 LPA,02-Nov-23,LinkedIn,Not Selected,Not Scheduled,Rejected,14.3,Partial,Not Eligible,32.3,26
APP116819,CAND20573,Anil Khanna,39,Male,Bachelor's,BBA Finance,2005,1.3,"Auditing, Accounts Payable, TDS, Taxation, Excel, Critical Thinking, GST, Bookkeeping",JOB5016,Accountant,Lumen Industries,Finance & Accounting,Hyderabad,Telangana,Full-Time,Work From Office,"GST, Accounts Payable, Accounts Receivable, Bookkeeping, Tally",8,2.5-3.8 LPA,2.6L,INR 3.2,08/31/2023,Naukri,ON HOLD,Not Scheduled,In Process,60.7,No,Not Eligible,45.4,3
APP118880,CAND32210,Prakash Raman,36,Male,Bachelor's,B.Tech,2002,10.6,"SQL, Git, Data Structures, C++, Python, JavaScript, REST API",JOB5121,Software Developer,Panther Industries,Information Technology,Pune,Maharashtra,Full-Time,Work From Home,"Git, REST API, Algorithms, SQL, Data Structures",2,17.6 to 20 Lakhs,"22,80,000",16.5,01-10-2025,Campus Placement,Interview scheduled ,Scheduled,In Process,80.2,Yes,Eligible,,10
APP104583,CAND33001,Reyansh Iyengar,37,Male,Bachelor's,B.Tech,2019,6,"Algorithms, Data Structures, JavaScript",JOB5155,Software Developer,Unity Systems,Information Technology,Ahmedabad,Gujarat,Full-Time,Work From Office,"Algorithms, REST API, C++, Python",0,11.2-16.0 LPA,14.8,13.2L,27-10-2024,Indeed,interview scheduled,Completed,In Process,23.9,Yes,Not Eligible,51.1,21
APP100503,CAND29792,Lakshmi Mehta,38,Female,Bachelor's,B.A,2003,2.8,"MS Office, Labour Law, Exit Formalities, Critical Thinking, Employee Engagement, Attendance Management",JOB5887,HR Executive,Panther Solutions,Human Resources,Kolkata,West Bengal,Full-Time,Hybrid,"Labour Law, MS Office, Communication, Recruitment",6,3.2L-4.9L,3.5L,INR 3.6,01-01-2025,LinkedIn,Applied,,In Process,49.9,No,Not Eligible,35.9,38
APP118950,CAND22225,Selvam Chatterjee,43,Male,Bachelor's,B.Com,2007,3,"Taxation, Bank Reconciliation, Excel, Accounts Payable, Bookkeeping, GST, Tally",JOB5189,Accountant,Bharat Systems,Finance & Accounting,Mumbai,Maharashtra,Full-Time,Work From Office,"Accounts Payable, TDS, Excel, Auditing, GST",3,320000-450000,4.0L,3.9,25-Nov-24,Company Website,Not Selected,Not Scheduled,Rejected,58.3,Partial,Partially Eligible,62.3,17
APP118002,CAND20487,Nisha Menon,39,Female,Master's,B.Sc Computer Science,2016,9,"Bug Tracking, SQL, JIRA, Manual Testing, Automation Testing, Agile, Test Cases",JOB5227,QA Tester,Saffron Labs,Information Technology,Salem,Tamil Nadu,Full-Time,Hybrid,"Bug Tracking, JIRA, Selenium, Automation Testing, Test Cases, Regression Testing",3,8.2L-10L,10.3 LPA,7,17-10-2025,Referral,selected,Scheduled,,67.8,Yes,Eligible,82.2,43
APP119897,CAND26318,Harsha Chatterjee,40,Male,Master's,B.A English,2025,0,"Research, Content Writing, Creativity",JOB5873,Content Writer,Trident Softwares,Media & Communication,Kolkata,West Bengal,Full-Time,Work From Home,"Research, Creativity, Grammar, Blogging, Proofreading",2,2.5L-3.2L,2.2 LPA,2.1,03/26/2023,Naukri,rejected,Not Scheduled,Rejected,42,No,Not Eligible,36.6,41
APP112023,CAND29923,Riya Shah,43,Female,Bachelor's,B.Sc Computer Science,2024,1,"React, HTML, CSS, Teamwork",JOB5182,Web Developer,Horizon Ventures,Information Technology,Chennai,Tamil Nadu,Full-Time,Work From Office,"REST API, MongoDB, Node.js, JavaScript, TypeScript, Git",8,350000-610000,5.1L,"3,80,000",25-03-2024,,Rejected,Not Scheduled,Rejected,2.6,No,Not Eligible,9.2,15
APP114531,CAND22071,Vikram Bansal,32,Male,Bachelor's,CA Inter,2020,0.7,"Tally, GST, Bank Reconciliation, Accounts Receivable, English Proficiency, Auditing",JOB5316,Accountant,Infinity Innovations,Finance & Accounting,Chennai,Tamil Nadu,Full-Time,Hybrid,"Accounts Receivable, Bookkeeping, Accounts Payable, Taxation, GST, Bank Reconciliation",5,2.5-3.5 LPA,3.1 LPA,2.4 LPA,10-Aug-23,Campus Placement,withdrawn,Not Scheduled,Rejected,47.8,No,Not Eligible,36.1,5
APP105090,CAND27615,Ravi Trivedi,29,Male,Bachelor's,B.Sc Computer Science,2013,1.3,"Linux, Backup Management, Active Directory, Troubleshooting, Networking",JOB5223,System Administrator,Fusion Ventures,Information Technology,Bengaluru,Karnataka,Full-Time,Work From Home,"Backup Management, Windows Server, Security, Active Directory",4,Rs. 3.5 - 5.6 LPA,4.7,4.6 LPA,05-09-2024,Company Website,Withdraw,Not Scheduled,Rejected,52.2,No,Not Eligible,36.7,8
APP110841,CAND33592,Gopal Mehta,40,Other,Diploma,MBA Marketing,2018,0.9,"Client Relationship, Target Achievement, Critical Thinking, Cold Calling, Negotiation, Communication",JOB5831,Sales Executive,Prism Industries,Sales & Business Development,Kochi,Kerala,Contract,Work From Office,"Market Research, Communication, Negotiation, Presentation Skills, Sales Reporting, Client Relationship",8,2.5-3.8 LPA,3.3L,INR 3.0,29-Jan-24,Naukri,rejected,Not Scheduled,Rejected,50.5,No,Not Eligible,34.6,4
APP106350,CAND33898,Anil Balan,32,Male,Master's,BBA,2007,6.6,"Presentation Skills, Sales Reporting, Cold Calling",JOB5384,Sales Executive,Vertex Digital,Sales & Business Development,Bangalore,Karnataka,Full-Time,Work From Office,"Cold Calling, Lead Generation, Client Relationship, CRM Software, Negotiation",5,5.3L-7.0L,6.1L,4.6,18-09-2025,Campus Placement,interview scheduled,Scheduled,In Process,22.5,Yes,Not Eligible,57.5,20
APP115762,CAND27313,Deepa Shah,30,Female,Bachelor's,M.Com,2019,0.4,"Adaptability, Valuation, Financial Modeling, Forecasting",JOB5208,Financial Analyst,Fusion Softwares,Finance & Accounting,Salem,Tamil Nadu,Full-Time,Hybrid,"SQL, Ratio Analysis, Risk Analysis, Forecasting, Excel, Financial Modeling",5,400000-570000,4.8L,"3,60,000",14-06-2025,Referral,REJECTED,Not Scheduled,Rejected,31,No,Not Eligible,27.7,31
APP100396,CAND20026,Anika Bansal,37,Female,Bachelor's,Diploma in IT,2021,4,"Hindi Proficiency, Networking, Presentation Skills, Troubleshooting, Shell Scripting, AWS, Windows Server, Active Directory, Backup Management",JOB5572,System Administrator,Infinity Corp,Information Technology,Noida,Uttar Pradesh,Contract,Work From Home,"Backup Management, Security, Windows Server, Networking, Linux",2,540000-760000,7.1L,5.7,08-06-2023,Referral,Rejected,Not Scheduled,Rejected,59.7,Yes,Eligible,74.8,2
APP112626,CAND24117,Sunita Ghosh,22,Female,Bachelor's,MCA,2024,0.5,"REST API, Leadership, Python, Java, Critical Thinking, Data Structures",JOB5045,Software Developer,Bharat Global,Information Technology,Hyderabad,Telangana,Full-Time,Work From Office,"Java, Algorithms, Data Structures, REST API",0,4-7.2 LPA,5.5,INR 4.3,30-07-2023,Referral,REJECTED,Not Scheduled,Rejected,72.9,Yes,Eligible,85.3,3
APP113221,CAND26511,Swati Bansal,41,Female,,BBA Finance,2006,13.3,"Forecasting, Budgeting, Financial Modeling, PowerPoint, SQL, Valuation",JOB5022,Financial Analyst,Infinity Services,Finance & Accounting,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"Budgeting, Valuation, Ratio Analysis, Forecasting",6,Rs. 11.6 - 13 LPA,INR 12.1,13.2 LPA,13-12-2024,Referral,SELECTED,No Show,Selected,73,Yes,Eligible,85.2,10
APP103589,CAND24693,Praveen Iyer,24,Male,Master's,B.A,2025,0,"Email Marketing, SEM, Social Media Marketing, SEO Tools",JOB5184,Digital Marketing Executive,Falcon Consulting,Marketing & Advertising,coimbatore,Tamil Nadu,Full-Time,Work From Office,"SEO Tools, SEO, Canva, Google Ads",3,2.5-3.5 LPA,2.3,2,12-02-2025,Company Website,Rejected,Not Scheduled,Rejected,26.7,No,Not Eligible,21,28
APP100947,CAND24218,Harini Warrier,34,Female,Master's,BCA,2019,3.7,"Data Visualization, VLOOKUP, Statistics, Pandas, Data Cleaning",JOB5687,Data Analyst,Nexus Systems,Information Technology,Ahmedabad,Gujarat,Full-Time,Hybrid,"Data Cleaning, Python, Excel, Power BI, Statistics, Pandas",6,540000-790000,"6,60,000",6.3,19-Feb-23,Referral,On Hold,Not Scheduled,In Process,50,No,Not Eligible,38.4,34
APP111768,CAND28538,Ashok Agarwal,25,Male,Bachelor's,MA English,2005,9.3,"Blogging, WordPress, Grammar, Editing, Content Writing, Proofreading, Creativity",JOB5498,Content Writer,Delta Systems,Media & Communication,Mumbai,Maharashtra,Full-Time,Work From Home,"Content Writing, Editing, WordPress, Proofreading",6,600000-700000,6.6L,INR 5.9,08-07-2025,Campus Placement,Short-listed,Not Scheduled,In Process,98.7,Yes,Eligible,100,2
APP109325,CAND21861,Rohan Gupta,20,Male,Master's,B.A,2004,5,"Multitasking, MS Office, Chat Support, CRM Software, Communication, Email Support, Ticketing Tools",JOB5475,Customer Support Executive,Panther Solutions,BPO / Customer Service,Mumbai,Maharashtra,Full-Time,Work From Home,"Customer Handling, Multitasking, CRM Software, Chat Support",3,320000-430000,4,INR 3.7,16-05-2024,LinkedIn,REJECTED,Cancelled,Rejected,74.8,Yes,Eligible,83.1,16
APP108335,CAND31132,Ira Iyengar,26,Female,Bachelor's,B.Sc Statistics,2011,1.2,"Machine Learning, Statistics, Python, Deep Learning, TensorFlow, Data Visualization, Scikit-learn",JOB5394,Data Scientist,Jupiter Softwares,Information Technology,Kochi,Kerala,Full-Time,Work From Office,"NLP, Scikit-learn, Data Visualization, Deep Learning, Statistics",8,6-10.3 LPA,8.6,INR 7.3,12-04-2024,Referral,interview scheduled,Completed,In Process,82.3,No,Not Eligible,55.4,13
APP111512,CAND27628,,40,Male,Bachelor's,MBA,2003,1,"Tableau, Pandas, Excel, SQL, Data Cleaning",JOB5410,DATA ANALYST,Vertex Digital,Information Technology,Kolkata,,Full-Time,Hybrid,"Data Cleaning, Excel, Power BI, Statistics, Tableau",6,3.5-5.6 LPA,4.9,3.3L,22-Jan-23,Naukri,Withdrawn,Not Scheduled,Rejected,57.4,No,Not Eligible,42.6,23
APP114325,CAND27841,Ashok Chandran,37,Male,Master's,Any Graduate,2009,2.2,"Communication, Ticketing Tools, MS Office, Voice Process, Email Support",JOB5357,Customer Support Executive,Vantage Consulting,BPO / Customer Service,Hyderabad,Telangana,Part-Time,Hybrid,"Multitasking, Ticketing Tools, Chat Support, Email Support, CRM Software, Communication",4,2.2-3.3 LPA,3,2.4,19-05-2023,Referral,rejected,Not Scheduled,Rejected,50.2,No,Not Eligible,41.5,31
APP105206,CAND29890,Ganesh Warrier,39,Male,Master's,B.Tech,2025,0,"Bug Tracking, Agile, JIRA, Automation Testing, SQL",JOB5406,QA Tester,Trident Networks,Information Technology,Kochi,Kerala,Full-Time,Work From Office,"Selenium, Bug Tracking, Regression Testing, Agile",1,3-4.0 LPA,2.9L,,13-Oct-25,Indeed,pending ,Not Scheduled,In Process,48.8,No,Not Eligible,39.5,121
APP112544,CAND29714,Balaji Kumar,,Male,Diploma,CA Inter,2016,3.5,"Bookkeeping, Accounts Receivable, Auditing, English Proficiency, Excel, Teamwork, Accounts Payable, Taxation, Bank Reconciliation",JOB5832,Accountant,Jupiter Softwares,Finance & Accounting,Delhi,Delhi,Full-Time,Hybrid,"Accounts Receivable, Bank Reconciliation, GST, Auditing, Bookkeeping",5,3.4L-4.8L,INR 3.5,"3,80,000",07-02-2024,Company Website,Shortlisted,Not Scheduled,In Process,81.3,No,Not Eligible,59.9,28
APP110818,CAND28277,Sai Kumar,40,Male,Master's,B.Sc Computer Science,2002,10.5,"REST API, Git, MongoDB, JavaScript, TypeScript, React",JOB5607,Web Developer,Orbit Ventures,Information Technology,Noida,Uttar Pradesh,Full-Time,Work From Office,"HTML, CSS, React, MongoDB",3,12.4 to 14.0 Lakhs,"12,50,000",13.3L,02-05-2023,Referral,pending ,Not Scheduled,In Process,51.7,Yes,Eligible,72.4,37
APP119279,CAND30384,Kirti Krishnan,30,Female,Bachelor's,BCA,2016,0.8,"SQL, Data Visualization, Pandas, Data Cleaning, VLOOKUP, Statistics",JOB5655,Data Analyst,Sunrise Industries,Information Technology,Ahmedabad,Gujarat,Full-Time,Work From Office,"Pandas, VLOOKUP, Excel, SQL, Power BI",5,3.5L-5.5L,4.8 LPA,,21-09-2023,Naukri,APPLIED,Not Scheduled,In Process,62.9,No,Not Eligible,48.6,5
APP108167,CAND30524,Neha Jain,40,Female,Bachelor's,Diploma in IT,2023,2,"Troubleshooting, Backup Management, AWS, Security, Linux",JOB5541,System Administrator,Rapid Systems,Information Technology,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"Windows Server, Shell Scripting, Troubleshooting, Linux",4,3.9 to 6.1 Lakhs,INR 5.6,,10-06-2023,Indeed,Reject,Not Scheduled,Rejected,49.6,No,Not Eligible,38,19
APP112947,CAND31298,Ramya Naidu,26,Female,Bachelor's,B.Com,2004,11.4,"Communication, Presentation Skills, Sales Reporting",JOB5556,Sales Executive,Xcel Digital,Sales & Business Development,Coimbatore,Tamil Nadu,Full-Time,Hybrid,"Negotiation, Target Achievement, Cold Calling, Presentation Skills",1,7.2-8.0 LPA,8.9,6.2,29-05-2024,Company Website,interview scheduled,Scheduled,In Process,24.1,Yes,Not Eligible,54.2,2
APP117075,CAND33132,Neha Pillai,17,Female,Bachelor's,B.Sc Computer Science,2018,7,"Troubleshooting, Shell Scripting, Virtualization",JOB5538,System Administrator,Bright Pvt Ltd,Information Technology,Bengaluru,Karnataka,Full-Time,Work From Office,"Troubleshooting, Shell Scripting, Networking, Backup Management, AWS, Windows Server",2,Rs. 7.6 - 9.9 LPA,INR 8.3,6.9,16-10-2024,Naukri,ON HOLD,Not Scheduled,In Process,35.4,Yes,Partially Eligible,60.1,37
APP106842,CAND22717,Rahul Menon,30,Male,Bachelor's,MCA,2018,4.4,"SQL, Test Cases, API Testing, Automation Testing, Bug Tracking, Selenium, Regression Testing",JOB5342,QA Tester,Prism Global,Information Technology,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"JIRA, Automation Testing, Regression Testing, Manual Testing",0,5.0L-7.1L,5.7,5.9 LPA,12/24/2023,LinkedIn,Pending,Not Scheduled,In Process,48.8,Yes,Partially Eligible,66.5,11
APP119197,CAND28380,Sundar Khanna,29,Male,Master's,B.Tech,2024,0.5,"Excel, Stakeholder Management, JIRA, Agile, Documentation, Requirement Gathering",JOB5548,Business Analyst,Fusion Ventures,Information Technology,Kochi,Kerala,Full-Time,Work From Home,"Stakeholder Management, SQL, Communication, Business Process Modeling, Documentation, Power BI",6,4L-6.0L,4.7,INR 3.9,24-03-2024,LinkedIn,Withdrawn,Not Scheduled,Rejected,34.9,No,Not Eligible,,31
APP119941,CAND21700,Karthik Mishra,21,Male,Master's,B.Tech,2005,2,"Power BI, VLOOKUP, SQL, Tableau, Python, Pandas, Data Cleaning",JOB5434,Data Analyst,Gaga Services,Information Technology,Chennai,Tamil Nadu,Internship,Hybrid,"Tableau, Data Cleaning, Power BI, Statistics",0,3.9-6.5 LPA,INR 4.5,4.0 LPA,08-06-2023,Referral,Short-listed,Scheduled,In Process,75.6,Yes,Eligible,83.5,42
APP103185,CAND27064,Kirti Sen,24,Other,12th,B.Sc Statistics,2015,10,"Machine Learning, SQL, TensorFlow, NLP, Scikit-learn, Pandas, Data Visualization",JOB5802,Data Scientist,Sunrise Consulting,Information Technology,Salem,,Full-Time,Work From Office,"TensorFlow, Scikit-learn, SQL, Statistics, Data Visualization, Pandas",1,19.6 to 22 Lakhs,22.9L,22.2 LPA,07/18/2023,Indeed,Selected,Completed,Offer Declined,82.3,Yes,Eligible,86.8,43
APP101980,CAND33907,Mahesh Shah,31,Male,Bachelor's,BCA,2020,5,"HTML, TypeScript, MongoDB, REST API, JavaScript, React",JOB5876,Web Developer,Orbit Industries,Information Technology,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"TypeScript, MongoDB, Git, Bootstrap, CSS",8,Rs. 7.2 - 10.3 LPA,9.1,6.7L,04-07-2024,Indeed,Applied,Cancelled,In Process,37.8,No,Not Eligible,30.9,18
APP103042,CAND34205,Aishwarya Rathore,22,Female,Diploma,B.Com,2020,5,"TDS, Tally, Excel, Accounts Payable, Bank Reconciliation, Accounts Receivable, Auditing",JOB5760,Accountant,Falcon Global,Finance & Accounting,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"Excel, Bank Reconciliation, TDS, Taxation, Tally",5,4.1L-5.4L,4.1 LPA,3.7,07-03-2025,LinkedIn,Short-listed,Scheduled,In Process,81.1,Partial,Partially Eligible,72.6,9
APP105357,CAND29581,Naveen Ghosh,21,Male,Bachelor's,BBA,2016,1.2,"Customer Handling, MS Office, CRM Software, Email Support, Communication",JOB5854,Customer Support Executive,Kite Global,BPO / Customer Service,Kolkata,West Bengal,Part-Time,Work From Office,"Ticketing Tools, Email Support, Voice Process, Communication, Customer Handling, Chat Support",0,2.0L-2.9L,112.5,2.0 LPA,22-09-2024,Referral,Interview scheduled ,Scheduled,In Process,49.5,Yes,Partially Eligible,73.5,43
APP104326,CAND22823,Anil Banerjee,42,Male,Master's,MBA,2008,11.1,"Requirement Gathering, Documentation, Business Process Modeling",JOB5840,Business Analyst,Saffron Labs,Information Technology,Coimbatore,Tamil Nadu,Full-Time,Hybrid,"Communication, Excel, Power BI, Business Process Modeling",4,12.5L-14L,12.0 LPA,INR 13.9,10/21/2025,LinkedIn,Applied,Not Scheduled,In Process,23.9,Yes,Not Eligible,57.8,43
APP103745,CAND21351,Anika Mehta,43,Female,Bachelor's,B.A,2016,9,"Canva, Google Ads, Content Marketing, SEO Tools, SEO, Social Media Marketing, Google Analytics",JOB5149,Digital Marketing Executive,Trident Corp,Marketing & Advertising,Coimbatore,Tamil Nadu,Full-Time,Work From Home,"SEO, Copywriting, Content Marketing, Social Media Marketing",5,7.4-9.0 LPA,8.2 LPA,7.3L,03/26/2025,Referral,selected,,Selected,73.4,Yes,Eligible,82.1,31
APP117735,CAND27029,Suresh Sen,26,Male,Master's,B.A,2013,7,"Social Media Marketing, SEM, SEO, Copywriting, Content Marketing, Google Ads, Canva",JOB5571,Digital Marketing Executive,Prism Global,Marketing & Advertising,Hyderabad,Telangana,Full-Time,Work From Office,"SEM, Canva, Google Analytics, SEO, Email Marketing, Content Marketing",1,6.1 to 8.0 Lakhs,"7,10,000",6.2,16-03-2025,Referral,Interview scheduled ,Completed,,67.8,Yes,Eligible,83.4,1
APP106101,CAND22547,Sunita Chawla,33,Female,Bachelor's,B.Com,2019,1.6,"PowerPoint, Ratio Analysis, Excel, Valuation, Risk Analysis",JOB5296,Financial Analyst,Bharat Labs,Finance & Accounting,Noida,Uttar Pradesh,Part-Time,Work From Home,"Financial Modeling, SQL, Risk Analysis, Budgeting, Excel, Financial Reporting",5,4.1 to 6.8 Lakhs,5.2 LPA,4.3,11-Dec-25,Naukri,Rejected,Not Scheduled,Rejected,32.9,No,Not Eligible,29.4,19
APP100468,CAND33125,Naveen Kumar,22,Male,Bachelor's,B.Sc,2017,8,"Problem Solving, Requirement Gathering, SQL, English Proficiency, Excel, Business Process Modeling, Agile, JIRA",JOB5550,Business Analyst,Bharat Global,Information Technology,Mumbai,Maharashtra,Full-Time,Hybrid,"Power BI, SQL, Documentation, Requirement Gathering",1,1050000-1350000,"10,50,000","11,90,000",06-02-2024,Campus Placement,Onhold,Not Scheduled,In Process,51.5,Yes,Eligible,67.6,2
APP118704,CAND31892,Shweta Pillai,,Female,Bachelor's,B.Com,2013,1.6,"Cold Calling, Market Research, English Proficiency, Critical Thinking, Presentation Skills, Client Relationship, Negotiation",JOB5220,Sales Executive,Trident Softwares,Sales & Business Development,Hyderabad,Telangana,Full-Time,Work From Office,"Lead Generation, Cold Calling, CRM Software, Presentation Skills, Client Relationship",6,2.6 to 4.2 Lakhs,3.8 LPA,,02-09-2023,Campus Placement,on hold,Not Scheduled,In Process,60.1,No,Not Eligible,47.7,28
APP107435,CAND26398,Deepak Chopra,21,Male,Master's,B.Tech,2011,12.9,"HTML, TypeScript, Git, REST API, CSS",JOB5108,Web Developer,Quest Consulting,Information Technology,Bengaluru,Karnataka,Full-Time,Work From Office,"MongoDB, HTML, TypeScript, JavaScript",8,12.4L-14.0L,132.1 LPA,12.2,12-10-2025,Referral,shortlisted,Not Scheduled,In Process,49,Yes,Partially Eligible,70.3,13
APP119290,CAND22884,Keerthana Pandey,31,Female,Bachelor's,M.Com,2018,0.6,"PowerPoint, Excel, Financial Modeling, Ratio Analysis, Forecasting, SQL, Valuation",JOB5792,Financial Analyst,Lotus Digital,Finance & Accounting,Kochi,Kerala,Full-Time,Hybrid,"Financial Reporting, Forecasting, Risk Analysis, Ratio Analysis",3,Rs. 4 - 5.9 LPA,4.4,,03-03-2024,Naukri,Not Selected,Cancelled,Rejected,47.1,No,Not Eligible,34.7,19
APP102147,CAND23541,Alia Nambiar,20,Female,Master's,B.Com,2007,3.3,"Hindi Proficiency, Target Achievement, Sales Reporting, Cold Calling, Negotiation, Communication, Presentation Skills, CRM Software, Adaptability",JOB5484,Sales Executive,Zephyr oftwares,Sales & Business Development,KOLKATA,West Bengal,Part-Time,Hybrid,"Cold Calling, Negotiation, Market Research, Presentation Skills, Communication, Client Relationship",2,3.5-5.1 LPA,4.5 LPA,"3,50,000",01-06-2025,Indeed,Interview scheduled ,Scheduled,In Process,66.2,Yes,Eligible,75.8,19
APP108715,CAND25890,Neha Gupta,25,Female,Bachelor's,MBA HR,2017,7.7,"Payroll, Attendance Management, Employee Engagement",JOB5403,HR Executive,Saffron Infotech,Human Resources,Pune,Maharashtra,Internship,Work From Office,"Onboarding, Employee Engagement, Attendance Management, MS Office, HRMS",0,5.9 to 7.6 Lakhs,6.1 LPA,INR 6.9,18-10-2025,Company Website,applied,Not Scheduled,In Process,42.4,Yes,Partially Eligible,63.3,1
APP113325,CAND22239,Vikram Gupta,20,Male,Master's,B.Com,2017,4.2,"Presentation Skills, Target Achievement, Negotiation, Communication, Cold Calling, Sales Reporting, Lead Generation",JOB5158,Sales Executive,Meridian Industries,Sales & Business Development,Mumbai,Maharashtra,Full-Time,Work From Home,"Market Research, Presentation Skills, Target Achievement, Client Relationship",6,400000-560000,"4,09,999",4.5L,13-Jan-23,Company Website,Pending,Not Scheduled,In Process,52.7,No,Not Eligible,43.3,8
